year,region,state,unit_name,unit_type,visitors,pop,gas_price
2007,NE,MA,Boston National Historical Park,National Historical Park,2184889,6431559,2.8
2008,NE,MA,Boston National Historical Park,National Historical Park,2232495,6468967,3.27
2009,NE,MA,Boston National Historical Park,National Historical Park,2155026,6517613,2.35
2010,NE,MA,Boston National Historical Park,National Historical Park,2060497,6564073,2.79
2011,NE,MA,Boston National Historical Park,National Historical Park,2546156,6612270,3.53
2012,NE,MA,Boston National Historical Park,National Historical Park,2629064,6655829,3.64
2013,NE,MA,Boston National Historical Park,National Historical Park,2245875,6708874,3.53
2014,NE,MA,Boston National Historical Park,National Historical Park,2476078,6745408,3.37
2015,NE,MA,Boston National Historical Park,National Historical Park,2262841,6794422,2.45
2006,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,20926,2762931,2.59
2007,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,17536,2783785,2.8
2008,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,16950,2808076,3.27
2009,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,19228,2832704,2.35
2010,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,17808,2858949,2.79
2011,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,16886,2869965,3.53
2012,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,21101,2885966,3.64
2013,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,19356,2895801,3.53
2014,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,26868,2904021,3.37
2015,MW,KS,Brown v. Board of Education National Historic Site,National Historic Site,25338,2911641,2.45
2006,IM,UT,Bryce Canyon National Park,National Park,890676,2525507,2.59
2007,IM,UT,Bryce Canyon National Park,National Park,1012563,2597746,2.8
2008,IM,UT,Bryce Canyon National Park,National Park,1043321,2663029,3.27
2009,IM,UT,Bryce Canyon National Park,National Park,1216377,2723421,2.35
2010,IM,UT,Bryce Canyon National Park,National Park,1285492,2774346,2.79
2011,IM,UT,Bryce Canyon National Park,National Park,1296000,2815324,3.53
2012,IM,UT,Bryce Canyon National Park,National Park,1385352,2855194,3.64
2013,IM,UT,Bryce Canyon National Park,National Park,1311875,2902787,3.53
2014,IM,UT,Bryce Canyon National Park,National Park,1435741,2942902,3.37
2015,IM,UT,Bryce Canyon National Park,National Park,1745804,2995919,2.45
2006,MW,AR,Buffalo National River,National River,1068090,2821761,2.59
2007,MW,AR,Buffalo National River,National River,1194043,2848650,2.8
2008,MW,AR,Buffalo National River,National River,1405802,2874554,3.27
2009,MW,AR,Buffalo National River,National River,1522586,2896843,2.35
2010,MW,AR,Buffalo National River,National River,1545599,2922297,2.79
2011,MW,AR,Buffalo National River,National River,1169802,2938430,3.53
2012,MW,AR,Buffalo National River,National River,1093083,2949300,3.64
2013,MW,AR,Buffalo National River,National River,1125227,2958765,3.53
2014,MW,AR,Buffalo National River,National River,1357057,2966369,3.37
2015,MW,AR,Buffalo National River,National River,1463304,2978204,2.45
2006,PW,CA,Cabrillo National Monument,National Monument,804826,36021202,2.59
2007,PW,CA,Cabrillo National Monument,National Monument,739534,36250311,2.8
2008,PW,CA,Cabrillo National Monument,National Monument,705331,36604337,3.27
2009,PW,CA,Cabrillo National Monument,National Monument,767687,36961229,2.35
2010,PW,CA,Cabrillo National Monument,National Monument,763140,37336011,2.79
2011,PW,CA,Cabrillo National Monument,National Monument,813351,37701901,3.53
2012,PW,CA,Cabrillo National Monument,National Monument,877951,38062780,3.64
2013,PW,CA,Cabrillo National Monument,National Monument,856128,38431393,3.53
2014,PW,CA,Cabrillo National Monument,National Monument,893434,38802500,3.37
2015,PW,CA,Cabrillo National Monument,National Monument,981825,39144818,2.45
2006,SE,FL,Canaveral National Seashore,National Seashore,1005402,18166990,2.59
2007,SE,FL,Canaveral National Seashore,National Seashore,1038449,18367842,2.8
2008,SE,FL,Canaveral National Seashore,National Seashore,994453,18527305,3.27
2009,SE,FL,Canaveral National Seashore,National Seashore,1001665,18652644,2.35
2010,SE,FL,Canaveral National Seashore,National Seashore,966099,18852220,2.79
2011,SE,FL,Canaveral National Seashore,National Seashore,1005001,19107900,3.53
2012,SE,FL,Canaveral National Seashore,National Seashore,994430,19355257,3.64
2013,SE,FL,Canaveral National Seashore,National Seashore,1133688,19600311,3.53
2014,SE,FL,Canaveral National Seashore,National Seashore,1451225,19893297,3.37
2015,SE,FL,Canaveral National Seashore,National Seashore,1689754,20271272,2.45
2006,SE,LA,Cane River Creole National Historical Park,National Historical Park,34453,4302665,2.59
2007,SE,LA,Cane River Creole National Historical Park,National Historical Park,30584,4375581,2.8
2008,SE,LA,Cane River Creole National Historical Park,National Historical Park,24587,4435586,3.27
2009,SE,LA,Cane River Creole National Historical Park,National Historical Park,27411,4491648,2.35
2010,SE,LA,Cane River Creole National Historical Park,National Historical Park,25115,4545581,2.79
2011,SE,LA,Cane River Creole National Historical Park,National Historical Park,26996,4575972,3.53
2012,SE,LA,Cane River Creole National Historical Park,National Historical Park,28310,4604744,3.64
2013,SE,LA,Cane River Creole National Historical Park,National Historical Park,25556,4629284,3.53
2014,SE,LA,Cane River Creole National Historical Park,National Historical Park,28981,4649676,3.37
2015,SE,LA,Cane River Creole National Historical Park,National Historical Park,30882,4670724,2.45
2006,IM,AZ,Canyon de Chelly National Monument,National Monument,826635,6029141,2.59
2007,IM,AZ,Canyon de Chelly National Monument,National Monument,825320,6167681,2.8
2008,IM,AZ,Canyon de Chelly National Monument,National Monument,835860,6280362,3.27
2009,IM,AZ,Canyon de Chelly National Monument,National Monument,826425,6343154,2.35
2010,IM,AZ,Canyon de Chelly National Monument,National Monument,827247,6411999,2.79
2011,IM,AZ,Canyon de Chelly National Monument,National Monument,828145,6472867,3.53
2012,IM,AZ,Canyon de Chelly National Monument,National Monument,828523,6556236,3.64
2013,IM,AZ,Canyon de Chelly National Monument,National Monument,828478,6634997,3.53
2014,IM,AZ,Canyon de Chelly National Monument,National Monument,827761,6731484,3.37
2015,IM,AZ,Canyon de Chelly National Monument,National Monument,813686,6828065,2.45
2006,IM,UT,Canyonlands National Park,National Park,392537,2525507,2.59
2007,IM,UT,Canyonlands National Park,National Park,417560,2597746,2.8
2008,IM,UT,Canyonlands National Park,National Park,436715,2663029,3.27
2009,IM,UT,Canyonlands National Park,National Park,436241,2723421,2.35
2010,IM,UT,Canyonlands National Park,National Park,435908,2774346,2.79
2011,IM,UT,Canyonlands National Park,National Park,473773,2815324,3.53
2012,IM,UT,Canyonlands National Park,National Park,452952,2855194,3.64
2013,IM,UT,Canyonlands National Park,National Park,462242,2902787,3.53
2014,IM,UT,Canyonlands National Park,National Park,542431,2942902,3.37
2015,IM,UT,Canyonlands National Park,National Park,634607,2995919,2.45
2006,NE,MA,Cape Cod National Seashore,National Seashore,4487716,6410084,2.59
2007,NE,MA,Cape Cod National Seashore,National Seashore,4351609,6431559,2.8
2008,NE,MA,Cape Cod National Seashore,National Seashore,4644235,6468967,3.27
2009,NE,MA,Cape Cod National Seashore,National Seashore,4311949,6517613,2.35
2010,NE,MA,Cape Cod National Seashore,National Seashore,4653706,6564073,2.79
2011,NE,MA,Cape Cod National Seashore,National Seashore,4454771,6612270,3.53
2012,NE,MA,Cape Cod National Seashore,National Seashore,4441290,6655829,3.64
2013,NE,MA,Cape Cod National Seashore,National Seashore,4501898,6708874,3.53
2014,NE,MA,Cape Cod National Seashore,National Seashore,4426750,6745408,3.37
2015,NE,MA,Cape Cod National Seashore,National Seashore,4503220,6794422,2.45
2006,SE,NC,Cape Hatteras National Seashore,National Seashore,2125005,8917270,2.59
2007,SE,NC,Cape Hatteras National Seashore,National Seashore,2237378,9118037,2.8
2008,SE,NC,Cape Hatteras National Seashore,National Seashore,2146392,9309449,3.27
2009,SE,NC,Cape Hatteras National Seashore,National Seashore,2282543,9449566,2.35
2010,SE,NC,Cape Hatteras National Seashore,National Seashore,2193292,9559488,2.79
2011,SE,NC,Cape Hatteras National Seashore,National Seashore,1960711,9651502,3.53
2012,SE,NC,Cape Hatteras National Seashore,National Seashore,2302040,9748181,3.64
2013,SE,NC,Cape Hatteras National Seashore,National Seashore,2214565,9848917,3.53
2014,SE,NC,Cape Hatteras National Seashore,National Seashore,2153350,9943964,3.37
2015,SE,NC,Cape Hatteras National Seashore,National Seashore,2274635,10042802,2.45
2006,AK,AK,Cape Krusenstern National Monument,National Monument,2598,675302,2.59
2007,AK,AK,Cape Krusenstern National Monument,National Monument,745,680300,2.8
2008,AK,AK,Cape Krusenstern National Monument,National Monument,1575,687455,3.27
2009,AK,AK,Cape Krusenstern National Monument,National Monument,1810,698895,2.35
2010,AK,AK,Cape Krusenstern National Monument,National Monument,2521,713856,2.79
2011,AK,AK,Cape Krusenstern National Monument,National Monument,8668,722572,3.53
2012,AK,AK,Cape Krusenstern National Monument,National Monument,24950,731081,3.64
2013,AK,AK,Cape Krusenstern National Monument,National Monument,18225,737259,3.53
2014,AK,AK,Cape Krusenstern National Monument,National Monument,0,736732,3.37
2015,AK,AK,Cape Krusenstern National Monument,National Monument,0,738432,2.45
2006,SE,NC,Cape Lookout National Seashore,National Seashore,803155,8917270,2.59
2007,SE,NC,Cape Lookout National Seashore,National Seashore,860602,9118037,2.8
2008,SE,NC,Cape Lookout National Seashore,National Seashore,486899,9309449,3.27
2009,SE,NC,Cape Lookout National Seashore,National Seashore,601954,9449566,2.35
2010,SE,NC,Cape Lookout National Seashore,National Seashore,530181,9559488,2.79
2011,SE,NC,Cape Lookout National Seashore,National Seashore,508116,9651502,3.53
2012,SE,NC,Cape Lookout National Seashore,National Seashore,480294,9748181,3.64
2013,SE,NC,Cape Lookout National Seashore,National Seashore,416568,9848917,3.53
2014,SE,NC,Cape Lookout National Seashore,National Seashore,430927,9943964,3.37
2015,SE,NC,Cape Lookout National Seashore,National Seashore,400413,10042802,2.45
2006,IM,UT,Capitol Reef National Park,National Park,511511,2525507,2.59
2007,IM,UT,Capitol Reef National Park,National Park,554907,2597746,2.8
2008,IM,UT,Capitol Reef National Park,National Park,604811,2663029,3.27
2009,IM,UT,Capitol Reef National Park,National Park,617208,2723421,2.35
2010,IM,UT,Capitol Reef National Park,National Park,662661,2774346,2.79
2011,IM,UT,Capitol Reef National Park,National Park,668834,2815324,3.53
2012,IM,UT,Capitol Reef National Park,National Park,673345,2855194,3.64
2013,IM,UT,Capitol Reef National Park,National Park,663670,2902787,3.53
2014,IM,UT,Capitol Reef National Park,National Park,786514,2942902,3.37
2015,IM,UT,Capitol Reef National Park,National Park,941029,2995919,2.45
2006,IM,NM,Capulin Volcano National Monument,National Monument,49823,1962137,2.59
2007,IM,NM,Capulin Volcano National Monument,National Monument,49182,1990070,2.8
2008,IM,NM,Capulin Volcano National Monument,National Monument,45178,2010662,3.27
2009,IM,NM,Capulin Volcano National Monument,National Monument,50935,2036802,2.35
2010,IM,NM,Capulin Volcano National Monument,National Monument,48580,2064950,2.79
2011,IM,NM,Capulin Volcano National Monument,National Monument,46358,2078407,3.53
2012,IM,NM,Capulin Volcano National Monument,National Monument,48710,2084594,3.64
2013,IM,NM,Capulin Volcano National Monument,National Monument,48466,2086895,3.53
2014,IM,NM,Capulin Volcano National Monument,National Monument,50892,2085572,3.37
2015,IM,NM,Capulin Volcano National Monument,National Monument,55506,2085109,2.45
2006,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,28799,8917270,2.59
2007,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,28820,9118037,2.8
2008,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,21233,9309449,3.27
2009,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,83550,9449566,2.35
2010,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,86740,9559488,2.79
2011,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,89721,9651502,3.53
2012,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,93429,9748181,3.64
2013,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,81710,9848917,3.53
2014,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,82377,9943964,3.37
2015,SE,NC,Carl Sandburg Home National Historic Site,National Historic Site,72606,10042802,2.45
2006,IM,NM,Carlsbad Caverns National Park,National Park,407367,1962137,2.59
2007,IM,NM,Carlsbad Caverns National Park,National Park,409560,1990070,2.8
2008,IM,NM,Carlsbad Caverns National Park,National Park,400381,2010662,3.27
2009,IM,NM,Carlsbad Caverns National Park,National Park,432639,2036802,2.35
2010,IM,NM,Carlsbad Caverns National Park,National Park,428524,2064950,2.79
2011,IM,NM,Carlsbad Caverns National Park,National Park,365000,2078407,3.53
2012,IM,NM,Carlsbad Caverns National Park,National Park,381058,2084594,3.64
2013,IM,NM,Carlsbad Caverns National Park,National Park,388566,2086895,3.53
2014,IM,NM,Carlsbad Caverns National Park,National Park,397309,2085572,3.37
2015,IM,NM,Carlsbad Caverns National Park,National Park,445720,2085109,2.45
2006,IM,AZ,Casa Grande Ruins National Monument,National Monument,88295,6029141,2.59
2007,IM,AZ,Casa Grande Ruins National Monument,National Monument,76854,6167681,2.8
2008,IM,AZ,Casa Grande Ruins National Monument,National Monument,73763,6280362,3.27
2009,IM,AZ,Casa Grande Ruins National Monument,National Monument,76350,6343154,2.35
2010,IM,AZ,Casa Grande Ruins National Monument,National Monument,77347,6411999,2.79
2011,IM,AZ,Casa Grande Ruins National Monument,National Monument,72308,6472867,3.53
2012,IM,AZ,Casa Grande Ruins National Monument,National Monument,68631,6556236,3.64
2013,IM,AZ,Casa Grande Ruins National Monument,National Monument,65106,6634997,3.53
2014,IM,AZ,Casa Grande Ruins National Monument,National Monument,63698,6731484,3.37
2015,IM,AZ,Casa Grande Ruins National Monument,National Monument,72606,6828065,2.45
2013,PW,CA,Casar E. Chpvez National Monument,National Monument,8157,38431393,3.53
2014,PW,CA,Casar E. Chpvez National Monument,National Monument,8854,38802500,3.37
