year,region,state,unit_name,unit_type,visitors
2001,IM,TX,Amistad National Recreation Area,National Recreation Area,1097650
2002,IM,TX,Amistad National Recreation Area,National Recreation Area,1047784
2003,IM,TX,Amistad National Recreation Area,National Recreation Area,1071199
2004,IM,TX,Amistad National Recreation Area,National Recreation Area,1445772
2005,IM,TX,Amistad National Recreation Area,National Recreation Area,1399852
2006,IM,TX,Amistad National Recreation Area,National Recreation Area,1599271
2007,IM,TX,Amistad National Recreation Area,National Recreation Area,1734200
2008,IM,TX,Amistad National Recreation Area,National Recreation Area,1980717
2009,IM,TX,Amistad National Recreation Area,National Recreation Area,2573966
2010,IM,TX,Amistad National Recreation Area,National Recreation Area,1574322
2011,IM,TX,Amistad National Recreation Area,National Recreation Area,1436759
2012,IM,TX,Amistad National Recreation Area,National Recreation Area,1367502
2013,IM,TX,Amistad National Recreation Area,National Recreation Area,1025151
2014,IM,TX,Amistad National Recreation Area,National Recreation Area,1130096
2015,IM,TX,Amistad National Recreation Area,National Recreation Area,1250051
2016,IM,TX,Amistad National Recreation Area,National Recreation Area,1164530
1972,SE,GA,Andersonville National Historic Site,National Historic Site,133975
1973,SE,GA,Andersonville National Historic Site,National Historic Site,168200
1974,SE,GA,Andersonville National Historic Site,National Historic Site,106900
1975,SE,GA,Andersonville National Historic Site,National Historic Site,93300
1976,SE,GA,Andersonville National Historic Site,National Historic Site,153800
1977,SE,GA,Andersonville National Historic Site,National Historic Site,229000
1978,SE,GA,Andersonville National Historic Site,National Historic Site,194282
1979,SE,GA,Andersonville National Historic Site,National Historic Site,151123
1980,SE,GA,Andersonville National Historic Site,National Historic Site,126700
1981,SE,GA,Andersonville National Historic Site,National Historic Site,113697
1982,SE,GA,Andersonville National Historic Site,National Historic Site,104053
1983,SE,GA,Andersonville National Historic Site,National Historic Site,110921
1984,SE,GA,Andersonville National Historic Site,National Historic Site,101029
1985,SE,GA,Andersonville National Historic Site,National Historic Site,118440
1986,SE,GA,Andersonville National Historic Site,National Historic Site,129798
1987,SE,GA,Andersonville National Historic Site,National Historic Site,130114
1988,SE,GA,Andersonville National Historic Site,National Historic Site,129912
1989,SE,GA,Andersonville National Historic Site,National Historic Site,136068
1990,SE,GA,Andersonville National Historic Site,National Historic Site,131406
1991,SE,GA,Andersonville National Historic Site,National Historic Site,151408
1992,SE,GA,Andersonville National Historic Site,National Historic Site,143025
1993,SE,GA,Andersonville National Historic Site,National Historic Site,136567
1994,SE,GA,Andersonville National Historic Site,National Historic Site,162279
1995,SE,GA,Andersonville National Historic Site,National Historic Site,156581
1996,SE,GA,Andersonville National Historic Site,National Historic Site,197394
1997,SE,GA,Andersonville National Historic Site,National Historic Site,196340
1998,SE,GA,Andersonville National Historic Site,National Historic Site,225653
1999,SE,GA,Andersonville National Historic Site,National Historic Site,182539
2000,SE,GA,Andersonville National Historic Site,National Historic Site,167373
2001,SE,GA,Andersonville National Historic Site,National Historic Site,160974
2002,SE,GA,Andersonville National Historic Site,National Historic Site,190004
2003,SE,GA,Andersonville National Historic Site,National Historic Site,150661
2004,SE,GA,Andersonville National Historic Site,National Historic Site,165929
2005,SE,GA,Andersonville National Historic Site,National Historic Site,132466
2006,SE,GA,Andersonville National Historic Site,National Historic Site,132153
2007,SE,GA,Andersonville National Historic Site,National Historic Site,153686
2008,SE,GA,Andersonville National Historic Site,National Historic Site,159592
2009,SE,GA,Andersonville National Historic Site,National Historic Site,136267
2010,SE,GA,Andersonville National Historic Site,National Historic Site,121535
2011,SE,GA,Andersonville National Historic Site,National Historic Site,108812
2012,SE,GA,Andersonville National Historic Site,National Historic Site,122883
2013,SE,GA,Andersonville National Historic Site,National Historic Site,98771
2014,SE,GA,Andersonville National Historic Site,National Historic Site,127189
2015,SE,GA,Andersonville National Historic Site,National Historic Site,136686
2016,SE,GA,Andersonville National Historic Site,National Historic Site,134216
1942,SE,TN,Andrew Johnson National Historic Site,National Historic Site,5149
1943,SE,TN,Andrew Johnson National Historic Site,National Historic Site,8138
1944,SE,TN,Andrew Johnson National Historic Site,National Historic Site,14655
1945,SE,TN,Andrew Johnson National Historic Site,National Historic Site,16738
1946,SE,TN,Andrew Johnson National Historic Site,National Historic Site,25650
1947,SE,TN,Andrew Johnson National Historic Site,National Historic Site,22830
1948,SE,TN,Andrew Johnson National Historic Site,National Historic Site,21864
1949,SE,TN,Andrew Johnson National Historic Site,National Historic Site,23664
1950,SE,TN,Andrew Johnson National Historic Site,National Historic Site,25988
1951,SE,TN,Andrew Johnson National Historic Site,National Historic Site,31106
1952,SE,TN,Andrew Johnson National Historic Site,National Historic Site,30587
1953,SE,TN,Andrew Johnson National Historic Site,National Historic Site,36449
1954,SE,TN,Andrew Johnson National Historic Site,National Historic Site,32800
1955,SE,TN,Andrew Johnson National Historic Site,National Historic Site,34200
1956,SE,TN,Andrew Johnson National Historic Site,National Historic Site,35900
1957,SE,TN,Andrew Johnson National Historic Site,National Historic Site,34800
1958,SE,TN,Andrew Johnson National Historic Site,National Historic Site,37300
1959,SE,TN,Andrew Johnson National Historic Site,National Historic Site,37700
1960,SE,TN,Andrew Johnson National Historic Site,National Historic Site,41900
1961,SE,TN,Andrew Johnson National Historic Site,National Historic Site,47800
1962,SE,TN,Andrew Johnson National Historic Site,National Historic Site,48900
1963,SE,TN,Andrew Johnson National Historic Site,National Historic Site,48100
1964,SE,TN,Andrew Johnson National Historic Site,National Historic Site,50600
1965,SE,TN,Andrew Johnson National Historic Site,National Historic Site,47600
1966,SE,TN,Andrew Johnson National Historic Site,National Historic Site,47500
1967,SE,TN,Andrew Johnson National Historic Site,National Historic Site,49000
1968,SE,TN,Andrew Johnson National Historic Site,National Historic Site,46500
1969,SE,TN,Andrew Johnson National Historic Site,National Historic Site,45900
1970,SE,TN,Andrew Johnson National Historic Site,National Historic Site,47600
1971,SE,TN,Andrew Johnson National Historic Site,National Historic Site,46900
1972,SE,TN,Andrew Johnson National Historic Site,National Historic Site,63887
1973,SE,TN,Andrew Johnson National Historic Site,National Historic Site,55200
1974,SE,TN,Andrew Johnson National Historic Site,National Historic Site,48000
1975,SE,TN,Andrew Johnson National Historic Site,National Historic Site,48900
1976,SE,TN,Andrew Johnson National Historic Site,National Historic Site,47200
1977,SE,TN,Andrew Johnson National Historic Site,National Historic Site,45600
1978,SE,TN,Andrew Johnson National Historic Site,National Historic Site,42552
1979,SE,TN,Andrew Johnson National Historic Site,National Historic Site,47674
1980,SE,TN,Andrew Johnson National Historic Site,National Historic Site,65591
1981,SE,TN,Andrew Johnson National Historic Site,National Historic Site,74100
1982,SE,TN,Andrew Johnson National Historic Site,National Historic Site,77578
1983,SE,TN,Andrew Johnson National Historic Site,National Historic Site,119410
1984,SE,TN,Andrew Johnson National Historic Site,National Historic Site,84889
1985,SE,TN,Andrew Johnson National Historic Site,National Historic Site,68607
1986,SE,TN,Andrew Johnson National Historic Site,National Historic Site,72600
1987,SE,TN,Andrew Johnson National Historic Site,National Historic Site,77095
1988,SE,TN,Andrew Johnson National Historic Site,National Historic Site,76566
1989,SE,TN,Andrew Johnson National Historic Site,National Historic Site,71350
1990,SE,TN,Andrew Johnson National Historic Site,National Historic Site,71017
1991,SE,TN,Andrew Johnson National Historic Site,National Historic Site,82076
1992,SE,TN,Andrew Johnson National Historic Site,National Historic Site,64481
1993,SE,TN,Andrew Johnson National Historic Site,National Historic Site,41703
1994,SE,TN,Andrew Johnson National Historic Site,National Historic Site,59538
1995,SE,TN,Andrew Johnson National Historic Site,National Historic Site,63196
1996,SE,TN,Andrew Johnson National Historic Site,National Historic Site,59102
1997,SE,TN,Andrew Johnson National Historic Site,National Historic Site,67309
1998,SE,TN,Andrew Johnson National Historic Site,National Historic Site,60207
1999,SE,TN,Andrew Johnson National Historic Site,National Historic Site,51779
2000,SE,TN,Andrew Johnson National Historic Site,National Historic Site,59897
2001,SE,TN,Andrew Johnson National Historic Site,National Historic Site,49551
2002,SE,TN,Andrew Johnson National Historic Site,National Historic Site,48878
2003,SE,TN,Andrew Johnson National Historic Site,National Historic Site,51910
2004,SE,TN,Andrew Johnson National Historic Site,National Historic Site,50196
2005,SE,TN,Andrew Johnson National Historic Site,National Historic Site,48552
2006,SE,TN,Andrew Johnson National Historic Site,National Historic Site,50701
2007,SE,TN,Andrew Johnson National Historic Site,National Historic Site,43456
2008,SE,TN,Andrew Johnson National Historic Site,National Historic Site,69433
2009,SE,TN,Andrew Johnson National Historic Site,National Historic Site,63296
2010,SE,TN,Andrew Johnson National Historic Site,National Historic Site,60323
2011,SE,TN,Andrew Johnson National Historic Site,National Historic Site,52322
2012,SE,TN,Andrew Johnson National Historic Site,National Historic Site,51261
2013,SE,TN,Andrew Johnson National Historic Site,National Historic Site,42929
2014,SE,TN,Andrew Johnson National Historic Site,National Historic Site,42863
2015,SE,TN,Andrew Johnson National Historic Site,National Historic Site,45357
2016,SE,TN,Andrew Johnson National Historic Site,National Historic Site,45937
1989,AK,AK,Aniakchak National Monument,National Monument,853
1990,AK,AK,Aniakchak National Monument,National Monument,967
1991,AK,AK,Aniakchak National Monument,National Monument,1469
1992,AK,AK,Aniakchak National Monument,National Monument,1638
1993,AK,AK,Aniakchak National Monument,National Monument,1593
1994,AK,AK,Aniakchak National Monument,National Monument,1193
1995,AK,AK,Aniakchak National Monument,National Monument,0
1998,AK,AK,Aniakchak National Monument,National Monument,209
1999,AK,AK,Aniakchak National Monument,National Monument,377
2000,AK,AK,Aniakchak National Monument,National Monument,251
2001,AK,AK,Aniakchak National Monument,National Monument,206
2002,AK,AK,Aniakchak National Monument,National Monument,241
2003,AK,AK,Aniakchak National Monument,National Monument,154
2004,AK,AK,Aniakchak National Monument,National Monument,285
2005,AK,AK,Aniakchak National Monument,National Monument,285
2006,AK,AK,Aniakchak National Monument,National Monument,60
2007,AK,AK,Aniakchak National Monument,National Monument,26
2008,AK,AK,Aniakchak National Monument,National Monument,10
2009,AK,AK,Aniakchak National Monument,National Monument,14
2010,AK,AK,Aniakchak National Monument,National Monument,62
2011,AK,AK,Aniakchak National Monument,National Monument,57
2012,AK,AK,Aniakchak National Monument,National Monument,19
2013,AK,AK,Aniakchak National Monument,National Monument,134
2014,AK,AK,Aniakchak National Monument,National Monument,134
2015,AK,AK,Aniakchak National Monument,National Monument,153
2016,AK,AK,Aniakchak National Monument,National Monument,100
1989,AK,AK,Aniakchak National Preserve,National Preserve,853
1990,AK,AK,Aniakchak National Preserve,National Preserve,967
1991,AK,AK,Aniakchak National Preserve,National Preserve,1469
